ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
25,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:1528(_get_optional_kwargs)
27,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:1562(_pop_action_class)
11,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:1566(_get_handler)
27,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:1575(_check_conflict)
3,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:1081(__init__)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:1136(__init__)
2,0.000,0.000,0.004,0.002,D:\Programme\anaconda3\envs\fml\lib\argparse.py:1159(add_parser)
1,0.000,0.000,0.002,0.002,D:\Programme\anaconda3\envs\fml\lib\argparse.py:1185(__call__)
17,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:901(__init__)
3,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:930(__call__)
6,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:936(__init__)
6,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:959(__init__)
1,0.001,0.001,29.614,29.614,E:\Repositories\bomberman_rl\main.py:98(main)
23,0.001,0.000,0.003,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:161(__init__)
23,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:203(__init__)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:214(<listcomp>)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:209(format_help)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:232(_add_item)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:252(add_usage)
27,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:816(__init__)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:282(format_help)
2,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:290(<listcomp>)
2,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:289(_join_parts)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:294(_format_usage)
2,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:575(<listcomp>)
22,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:580(format)
22,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:571(_metavar_formatter)
7,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:609(<listcomp>)
22,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:587(_format_args)
8,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:1615(__init__)
27,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:1637(_add_action)
2,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:1649(__init__)
4,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:1654(_add_action)
11,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:1728(identity)
3,0.000,0.000,0.008,0.003,D:\Programme\anaconda3\envs\fml\lib\argparse.py:1688(__init__)
1,0.000,0.000,0.001,0.001,D:\Programme\anaconda3\envs\fml\lib\argparse.py:1768(add_subparsers)
26,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:1799(_add_action)
3,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:1812(<listcomp>)
3,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:1811(_get_positional_actions)
1,0.000,0.000,0.003,0.003,D:\Programme\anaconda3\envs\fml\lib\argparse.py:1819(parse_args)
2/1,0.000,0.000,0.003,0.003,D:\Programme\anaconda3\envs\fml\lib\argparse.py:1826(parse_known_args)
4/1,0.000,0.000,0.002,0.002,D:\Programme\anaconda3\envs\fml\lib\argparse.py:1912(take_action)
3,0.000,0.000,0.001,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:1933(consume_optional)
3/2,0.000,0.000,0.003,0.001,D:\Programme\anaconda3\envs\fml\lib\argparse.py:2010(consume_positionals)
4,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:2039(<listcomp>)
2/1,0.000,0.000,0.003,0.003,D:\Programme\anaconda3\envs\fml\lib\argparse.py:1865(_parse_known_args)
3,0.000,0.000,0.001,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:2140(_match_argument)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:2168(<listcomp>)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:2172(<listcomp>)
3,0.000,0.000,0.001,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:2162(_match_arguments_partial)
17,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:2178(_parse_optional)
4,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:2236(_get_option_tuples)
4,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:2281(_get_nargs_pattern)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:2454(<listcomp>)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:2463(<listcomp>)
4,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:2414(_get_values)
17,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:2470(_get_value)
7,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:2496(_check_value)
23,0.000,0.000,0.003,0.000,D:\Programme\anaconda3\envs\fml\lib\argparse.py:2536(_get_formatter)
18,0.001,0.000,0.001,0.000,D:\Programme\anaconda3\envs\fml\lib\gettext.py:211(_expand_lang)
9,0.000,0.000,0.005,0.001,D:\Programme\anaconda3\envs\fml\lib\gettext.py:542(find)
9,0.000,0.000,0.005,0.001,D:\Programme\anaconda3\envs\fml\lib\gettext.py:583(translation)
9,0.000,0.000,0.005,0.001,D:\Programme\anaconda3\envs\fml\lib\gettext.py:664(dgettext)
9,0.000,0.000,0.005,0.001,D:\Programme\anaconda3\envs\fml\lib\gettext.py:741(gettext)
1,0.000,0.000,0.002,0.002,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\_monitor.py:30(__init__)
4439,0.004,0.000,0.005,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:119(getLevelName)
4439,0.004,0.000,0.006,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:160(<lambda>)
28,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:193(_checkLevel)
54,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:218(_acquireLock)
54,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:227(_releaseLock)
5,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:238(_register_at_fork_reinit_lock)
4439,0.087,0.000,0.226,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:282(__init__)
4439,0.005,0.000,0.005,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:358(getMessage)
5,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:418(__init__)
4439,0.004,0.000,0.009,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:421(usesTime)
5,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:424(validate)
4439,0.010,0.000,0.010,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:429(_format)
4439,0.007,0.000,0.017,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:432(format)
5,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:553(__init__)
4439,0.017,0.000,0.076,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:582(formatTime)
4439,0.006,0.000,0.015,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:628(usesTime)
4439,0.006,0.000,0.023,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:634(formatMessage)
4439,0.031,0.000,0.150,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:650(format)
14,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:771(__init__)
8878,0.005,0.000,0.005,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:791(filter)
5,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:838(_addHandlerRef)
5,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:857(__init__)
5,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:886(createLock)
8878,0.008,0.000,0.011,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:896(acquire)
8878,0.006,0.000,0.008,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:903(release)
5,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:910(setLevel)
4439,0.008,0.000,0.158,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:916(format)
4439,0.021,0.000,0.390,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:939(handle)
5,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:957(setFormatter)
5,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:1049(__init__)
4439,0.022,0.000,0.145,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:1060(flush)
4439,0.019,0.000,0.348,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:1071(emit)
5,0.000,0.000,0.004,0.001,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:1127(__init__)
5,0.000,0.000,0.004,0.001,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:1170(_open)
4439,0.008,0.000,0.357,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:1178(emit)
22,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:1276(disable)
9,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:1284(getLogger)
9,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:1335(_fixupParents)
9,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:1372(_clear_cache)
9,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:1404(__init__)
9,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:1417(setLevel)
3473,0.011,0.000,0.295,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:1424(debug)
2822,0.012,0.000,0.472,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:1436(info)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:1448(warning)
4439,0.027,0.000,0.050,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:1514(findCaller)
4439,0.012,0.000,0.238,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:1550(makeRecord)
4439,0.025,0.000,0.738,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:1565(_log)
4439,0.014,0.000,0.425,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:1591(handle)
9,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:1601(addHandler)
4439,0.018,0.000,0.408,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:1645(callHandlers)
22,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:1675(getEffectiveLevel)
6296,0.006,0.000,0.006,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:1689(isEnabledFor)
9,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\logging\__init__.py:2034(getLogger)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:100(<listcomp>)
1,0.000,0.000,0.006,0.006,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:92(__init__)
5,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:104(acquire)
5,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:108(release)
4,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:112(__enter__)
4,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:115(__exit__)
1,0.000,0.000,0.006,0.006,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:118(create_mp_lock)
2,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:155(__init__)
2,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:165(colour)
2,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:169(colour)
2,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:188(__format__)
3,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:228(__init__)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:233(__call__)
2,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:288(format_interval)
2,0.000,0.000,0.001,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:342(fp_write)
2,0.000,0.000,0.002,0.001,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:348(print_status)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:329(status_printer)
2,0.000,0.000,0.002,0.001,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:355(format_meter)
1,0.000,0.000,0.009,0.009,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:560(__new__)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:579(<setcomp>)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:576(_get_free_pos)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:583(_decr_instances)
1,0.000,0.000,0.006,0.006,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:657(get_lock)
1,0.000,0.000,0.004,0.004,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:846(__init__)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:1146(__del__)
2,0.000,0.000,0.002,0.001,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:1149(__str__)
2,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:1152(_comparable)
2,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:1156(__hash__)
2,0.000,0.000,0.002,0.001,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:1159(__iter__)
2,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:1285(fp_write)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:1300(<lambda>)
2,0.000,0.000,0.002,0.001,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:1264(close)
1,0.000,0.000,0.003,0.003,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:1324(refresh)
2,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:1445(format_dict)
2,0.000,0.000,0.004,0.002,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\std.py:1463(display)
2,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\utils.py:57(__init__)
2,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\utils.py:61(__format__)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\utils.py:74(__eq__)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\utils.py:88(__getattr__)
3,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\utils.py:101(wrapper_setattr)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\utils.py:105(__init__)
6,0.000,0.000,0.001,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\utils.py:143(inner)
2,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\utils.py:136(disable_on_exception)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\utils.py:162(__init__)
4,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\utils.py:171(__eq__)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\utils.py:201(_is_utf)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\utils.py:215(_supports_unicode)
4,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\utils.py:222(_is_ascii)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\utils.py:231(_screen_shape_wrapper)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\utils.py:246(_screen_shape_windows)
1262,0.001,0.000,0.001,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\utils.py:330(<genexpr>)
6,0.000,0.000,0.002,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\utils.py:329(_text_width)
6,0.000,0.000,0.002,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\utils.py:333(disp_len)
2,0.000,0.000,0.001,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\tqdm\utils.py:341(disp_trim)
8,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\colorama\ansitowin32.py:28(__getattr__)
4,0.000,0.000,0.001,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\colorama\ansitowin32.py:40(write)
4,0.000,0.000,0.001,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\colorama\ansitowin32.py:160(write)
4,0.000,0.000,0.001,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\colorama\ansitowin32.py:177(write_and_convert)
4,0.000,0.000,0.001,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\colorama\ansitowin32.py:193(write_plain_text)
4,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\colorama\ansitowin32.py:245(convert_osc)
7,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\core\multiarray.py:148(concatenate)
806,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\core\multiarray.py:1071(copyto)
7,0.000,0.000,0.000,0.000,<__array_function__ internals>:2(concatenate)
806,0.003,0.000,0.010,0.000,<__array_function__ internals>:2(copyto)
806,0.004,0.000,0.016,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\core\numeric.py:149(ones)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\core\shape_base.py:207(_arrays_for_stack_dispatcher)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\core\shape_base.py:348(_stack_dispatcher)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\core\shape_base.py:420(<listcomp>)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\core\shape_base.py:424(<setcomp>)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\core\shape_base.py:432(<listcomp>)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\core\shape_base.py:357(stack)
32693,0.034,0.000,0.034,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
32693,0.089,0.000,0.246,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
32693,0.011,0.000,0.011,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\core\fromnumeric.py:2118(_sum_dispatcher)
32693,0.080,0.000,0.333,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\core\fromnumeric.py:2123(sum)
240,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\core\fromnumeric.py:3123(_ndim_dispatcher)
240,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\core\fromnumeric.py:3127(ndim)
32693,0.020,0.000,0.097,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\core\_methods.py:42(_amin)
32693,0.071,0.000,0.460,0.000,<__array_function__ internals>:2(sum)
240,0.001,0.000,0.002,0.000,<__array_function__ internals>:2(ndim)
1,0.000,0.000,0.000,0.000,<__array_function__ internals>:2(stack)
10,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\core\_ufunc_config.py:32(seterr)
10,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\core\_ufunc_config.py:131(geterr)
5,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\core\_ufunc_config.py:429(__enter__)
5,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\core\_ufunc_config.py:434(__exit__)
2,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\lib\stride_tricks.py:25(_maybe_view_as_subclass)
6,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\lib\stride_tricks.py:344(<genexpr>)
2,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\lib\stride_tricks.py:339(_broadcast_to)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\lib\stride_tricks.py:414(_broadcast_shape)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\lib\stride_tricks.py:474(_broadcast_arrays_dispatcher)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\lib\stride_tricks.py:536(<listcomp>)
2,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\lib\stride_tricks.py:540(<genexpr>)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\lib\stride_tricks.py:544(<listcomp>)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\lib\stride_tricks.py:478(broadcast_arrays)
1,0.000,0.000,0.000,0.000,<__array_function__ internals>:2(broadcast_arrays)
2,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\lib\function_base.py:244(iterable)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\lib\function_base.py:4243(_meshgrid_dispatcher)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\lib\function_base.py:4360(<listcomp>)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\lib\function_base.py:4373(<listcomp>)
1,0.000,0.000,0.000,0.000,D:\Programme\anaconda3\envs\fml\lib\site-packages\numpy\lib\function_base.py:4248(meshgrid)
1,0.000,0.000,0.000,0.000,<__array_function__ internals>:2(meshgrid)
1,0.000,0.000,0.003,0.003,E:\Repositories\bomberman_rl\environment.py:47(__init__)
1,0.000,0.000,0.003,0.003,E:\Repositories\bomberman_rl\environment.py:60(setup_logging)
1,0.000,0.000,0.000,0.000,E:\Repositories\bomberman_rl\environment.py:98(<listcomp>)
1,0.000,0.000,0.000,0.000,E:\Repositories\bomberman_rl\environment.py:99(<listcomp>)
1,0.000,0.000,0.000,0.000,E:\Repositories\bomberman_rl\environment.py:100(<listcomp>)
1,0.000,0.000,0.002,0.002,E:\Repositories\bomberman_rl\environment.py:70(new_round)
4,0.000,0.000,0.020,0.005,E:\Repositories\bomberman_rl\environment.py:110(add_agent)
723,0.003,0.000,0.003,0.000,E:\Repositories\bomberman_rl\environment.py:123(tile_is_free)
816,0.005,0.000,0.021,0.000,E:\Repositories\bomberman_rl\environment.py:130(perform_agent_action)
237,0.006,0.000,9.204,0.039,E:\Repositories\bomberman_rl\environment.py:160(do_step)
237,0.001,0.000,0.002,0.000,E:\Repositories\bomberman_rl\environment.py:181(collect_coins)
237,0.001,0.000,0.001,0.000,E:\Repositories\bomberman_rl\environment.py:192(update_explosions)
69,0.001,0.000,0.001,0.000,E:\Repositories\bomberman_rl\environment.py:232(<listcomp>)
237,0.000,0.000,0.000,0.000,E:\Repositories\bomberman_rl\environment.py:239(<listcomp>)
237,0.003,0.000,0.015,0.000,E:\Repositories\bomberman_rl\environment.py:205(update_bombs)
237,0.001,0.000,0.001,0.000,E:\Repositories\bomberman_rl\environment.py:241(evaluate_explosions)
1185,0.002,0.000,0.002,0.000,E:\Repositories\bomberman_rl\environment.py:298(<genexpr>)
237,0.001,0.000,0.008,0.000,E:\Repositories\bomberman_rl\environment.py:285(time_to_stop)
